Crash_Key,Sequence,Measure,Hour,Minute,Prediction
6130490154,34,2,9,8,crash
6130490154,34,3,9,8,crash
6130490154,34,4,9,8,crash
6130490154,35,1,9,9,crash
6130490154,35,2,9,9,crash
6130490154,35,3,9,9,crash
6130490154,35,4,9,9,crash
6130490154,36,1,9,10,crash
6130490154,36,2,9,10,crash
6130490154,36,3,9,10,non-crash
6130490154,36,4,9,10,crash
6130490154,37,1,9,11,crash
6130490154,37,2,9,11,crash
6130490154,37,3,9,11,non-crash
6130490154,37,4,9,11,crash
6130490154,38,1,9,12,crash
6130490154,38,2,9,12,crash
6130490154,38,3,9,12,non-crash
6130490154,38,4,9,12,crash
6130490154,39,1,9,13,crash
6130490154,39,2,9,13,crash
6130490154,39,3,9,13,non-crash
6130490154,39,4,9,13,crash
6130490154,4,1,8,38,crash
6130490154,4,2,8,38,non-crash
6130490154,4,3,8,38,crash
6130490154,4,4,8,38,crash
6130490154,4,5,8,38,non-crash
6130490154,40,1,9,14,crash
6130490154,40,2,9,14,crash
6130490154,40,3,9,14,non-crash
6130490154,40,4,9,14,crash
6130490154,41,1,9,15,crash
6130490154,41,2,9,15,crash
6130490154,41,3,9,15,non-crash
6130490154,41,4,9,15,crash
6130490154,5,1,8,39,crash
6130490154,5,2,8,39,non-crash
6130490154,5,3,8,39,non-crash
6130490154,5,4,8,39,crash
6130490154,5,5,8,39,non-crash
6130490154,6,1,8,40,crash
6130490154,6,2,8,40,non-crash
6130490154,6,3,8,40,non-crash
6130490154,6,4,8,40,crash
6130490154,6,5,8,40,non-crash
6130490154,7,1,8,41,crash
6130490154,7,2,8,41,non-crash
6130490154,7,3,8,41,non-crash
6130490154,7,4,8,41,crash
6130490154,7,5,8,41,non-crash
6130490154,8,1,8,42,crash
6130490154,8,2,8,42,crash
6130490154,8,3,8,42,crash
6130490154,8,4,8,42,crash
6130490154,8,5,8,42,non-crash
6130490154,9,1,8,43,crash
6130490154,9,2,8,43,crash
6130490154,9,3,8,43,non-crash
6130490154,9,4,8,43,crash
6130490154,9,5,8,43,non-crash
