atmid,datetime,seg_st_mea,NAME,ROUTE_ID,month,day,hour,year
3883122254,11/12/2021 19:37,295.1158,Scott,S001910080E,11,12,19,2021
3888193075,11/13/2021 7:04,139.6767,Polk,S001910080E,11,13,7,2021
3891088601,11/13/2021 13:35,182.0397,Polk,S001910080W,11,13,13,2021
3896069718,11/14/2021 0:48,165.6034,Jasper,S001910080E,11,14,0,2021
3896394009,11/14/2021 1:32,139.1395,Polk,S001910080E,11,14,1,2021
3901446859,11/14/2021 13:00,139.0015,Woodbury,S001910029N,11,14,13,2021
3905323817,11/14/2021 21:45,108.9132,Story,S001910035N,11,14,21,2021
3909333476,11/15/2021 6:49,57.5957,Linn,S001910380S,11,15,6,2021
3914053548,11/15/2021 17:28,7.0715,Pottawattamie,S001910080E,11,15,17,2021
3914311575,11/15/2021 18:03,6.8463,Pottawattamie,S001910080E,11,15,18,2021
3914509573,11/15/2021 18:28,17.3246,Scott,S001910080W,11,15,18,2021
3916470345,11/15/2021 21:54,60.4202,Johnson,S001910080W,11,15,21,2021
3924346823,11/16/2021 16:44,182.1425,Polk,S001910080W,11,16,16,2021
3925035877,11/16/2021 18:16,142.7645,Jasper,S001910080W,11,16,18,2021
3925088626,11/16/2021 18:23,5.7688,Pottawattamie,S001910080E,11,16,18,2021
3930160732,11/17/2021 5:54,162.8538,Polk,S001910080W,11,17,5,2021
3930953882,11/17/2021 7:41,166.5101,Polk,S001910080W,11,17,7,2021
3931043946,11/17/2021 7:53,12.2841,Linn,S001910380N,11,17,7,2021
3931304649,11/17/2021 8:28,10.8609,Johnson,S001910380N,11,17,8,2021
3941640000,11/18/2021 7:45,122.2897,Polk,S001910080E,11,18,7,2021
3941861488,11/18/2021 8:15,143.6426,Polk,S001910080E,11,18,8,2021
3943695620,11/18/2021 12:23,53.6825,Pottawattamie,S001910029N,11,18,12,2021
3946379205,11/18/2021 18:24,1.8927,Johnson,S001910380N,11,18,18,2021
3946579110,11/18/2021 18:50,2.4568,Polk,S001910235W,11,18,18,2021
3952462325,11/19/2021 8:08,72.78,Johnson,S001910380S,11,19,8,2021
3952604408,11/19/2021 8:27,239.4217,Johnson,S001910080E,11,19,8,2021
3954290222,11/19/2021 12:15,64.8914,Johnson,S001910080W,11,19,12,2021
3956955541,11/19/2021 18:16,72.9288,Johnson,S001910380S,11,19,18,2021
3957063319,11/19/2021 18:30,180.0862,Polk,S001910080W,11,19,18,2021
3957366958,11/19/2021 19:09,151.7607,Jasper,S001910080W,11,19,19,2021
3961862450,11/20/2021 5:20,171.1084,Jasper,S001910080E,11,20,5,2021
3965554563,11/20/2021 13:40,196.2423,Dallas,S001910080W,11,20,13,2021
3968264311,11/20/2021 19:44,3.7914,Scott,S001910074E,11,20,19,2021
3994164712,11/23/2021 7:00,3.3463,Polk,S001910235W,11,23,7,2021
3996361432,11/23/2021 12:02,6.0666,Polk,S001910235E,11,23,12,2021
4001779167,11/24/2021 0:22,112.5247,Story,S001910035S,11,24,0,2021
4005859306,11/24/2021 9:42,0.2371,Pottawattamie,S001910029S,11,24,9,2021
4017493235,11/25/2021 12:30,164.0573,Polk,S001910080W,11,25,12,2021
4019494876,11/25/2021 17:05,7.1775,Polk,S001910235W,11,25,17,2021
4021517227,11/25/2021 21:42,4.7979,Scott,S001910074E,11,25,21,2021
4030522470,11/26/2021 18:32,62.0686,Pottawattamie,S001910029N,11,26,18,2021
4030549803,11/26/2021 18:35,1.228,Scott,S001910074E,11,26,18,2021
4037455729,11/27/2021 10:43,3.7609,Polk,S001910235W,11,27,10,2021
4037481294,11/27/2021 10:46,9.2432,Polk,S001910235W,11,27,10,2021
4047378967,11/28/2021 11:10,195.791,Poweshiek,S001910080E,11,28,11,2021
4048778062,11/28/2021 14:26,67.5217,Johnson,S001910080W,11,28,14,2021
4049736256,11/28/2021 16:39,19.799,Scott,S001910080W,11,28,16,2021
4059720027,11/29/2021 16:02,50.7513,Linn,S001910380S,11,29,16,2021
4060630201,11/29/2021 18:12,181.5412,Polk,S001910080W,11,29,18,2021
4065708262,11/30/2021 6:16,138.1121,Polk,S001910080E,11,30,6,2021
4069584819,11/30/2021 15:20,72.4176,Johnson,S001910380S,11,30,15,2021
4070182193,11/30/2021 16:43,51.3049,Pottawattamie,S001910080W,11,30,16,2021
4070815934,11/30/2021 18:11,14.2569,Linn,S001910380N,11,30,18,2021
4071019877,11/30/2021 18:38,137.2507,Polk,S001910035N,11,30,18,2021
4071615984,11/30/2021 20:00,2.9747,Scott,S001910074W,11,30,20,2021
4073114456,11/30/2021 23:33,151.0446,Woodbury,S001910029N,11,30,23,2021
4078469272,12/1/2021 12:03,130.2387,Polk,S001910035S,12,1,12,2021
4081061238,12/1/2021 18:05,125.7849,Polk,S001910035N,12,1,18,2021
4087248445,12/2/2021 8:27,137.1495,Polk,S001910035N,12,2,8,2021
4091055799,12/2/2021 17:20,180.1785,Polk,S001910080W,12,2,17,2021
4091323803,12/2/2021 17:56,10.8259,Polk,S001910235W,12,2,17,2021
4091697740,12/2/2021 18:46,162.5099,Jasper,S001910080E,12,2,18,2021
4107409878,12/4/2021 6:54,1.6318,Polk,S001910235W,12,4,6,2021
4110465914,12/4/2021 13:58,4.1996,Scott,S001910074E,12,4,13,2021
4128028646,12/6/2021 6:36,175.7372,Polk,S001910080W,12,6,6,2021
4131843869,12/6/2021 15:28,9.133,Polk,S001910235W,12,6,15,2021
4132490393,12/6/2021 16:58,9.8475,Polk,S001910235W,12,6,16,2021
4138549758,12/7/2021 7:06,71.8925,Johnson,S001910380S,12,7,7,2021
4139276567,12/7/2021 8:48,17.9572,Linn,S001910380N,12,7,8,2021
4139285298,12/7/2021 8:49,54.9569,Linn,S001910380S,12,7,8,2021
4143045762,12/7/2021 17:30,4.0585,Polk,S001910235E,12,7,17,2021
4143294804,12/7/2021 18:05,4.1996,Scott,S001910074E,12,7,18,2021
4145115166,12/7/2021 22:17,133.6782,Polk,S001910035N,12,7,22,2021
4151167379,12/8/2021 12:14,14.1595,Linn,S001910380N,12,8,12,2021
4152368015,12/8/2021 15:00,127.184,Polk,S001910035N,12,8,15,2021
4152557882,12/8/2021 15:26,126.6456,Polk,S001910035N,12,8,15,2021
4152774040,12/8/2021 15:56,123.5146,Polk,S001910080E,12,8,15,2021
4155019123,12/8/2021 21:05,134.3348,Polk,S001910035N,12,8,21,2021
4157437144,12/9/2021 7:43,137.0306,Polk,S001910035N,12,9,7,2021
4158083629,12/9/2021 9:12,63.9604,Johnson,S001910380S,12,9,9,2021
4170617587,12/10/2021 13:56,0.7337,Polk,S001910235W,12,10,13,2021
4171051054,12/10/2021 14:55,147.1416,Woodbury,S001910029N,12,10,14,2021
4171063546,12/10/2021 14:57,150.8402,Woodbury,S001910029N,12,10,14,2021
4171151089,12/10/2021 15:09,69.062,Johnson,S001910380S,12,10,15,2021
4171186525,12/10/2021 15:14,105.9316,Story,S001910035N,12,10,15,2021
4172372560,12/10/2021 17:58,146.7931,Woodbury,S001910029N,12,10,17,2021
4174533931,12/10/2021 22:58,12.5797,Woodbury,S001910029S,12,10,22,2021
4175415022,12/11/2021 1:01,12.8626,Woodbury,S001910029S,12,11,1,2021
4175867345,12/11/2021 2:05,94.912,Polk,S001910035N,12,11,2,2021
4176022034,12/11/2021 2:27,144.4772,Woodbury,S001910029N,12,11,2,2021
4179790590,12/11/2021 11:16,114.2558,Story,S001910035S,12,11,11,2021
4179799958,12/11/2021 11:17,113.2746,Story,S001910035S,12,11,11,2021
4183699500,12/11/2021 20:22,0.7794,Scott,S001910074W,12,11,20,2021
4190250434,12/12/2021 11:44,0.8227,Polk,S001910235W,12,12,11,2021
4198365266,12/13/2021 6:51,52.65,Linn,S001910380S,12,13,6,2021
4198850362,12/13/2021 8:00,61.5867,Johnson,S001910080W,12,13,8,2021
4202199085,12/13/2021 15:52,140.1514,Polk,S001910080E,12,13,15,2021
4206930492,12/14/2021 2:58,140.6259,Polk,S001910080E,12,14,2,2021
4216349979,12/15/2021 0:58,69.0574,Johnson,S001910080W,12,15,0,2021
4219289319,12/15/2021 7:50,121.3466,Dallas,S001910080E,12,15,7,2021
4219777326,12/15/2021 8:58,67.2376,Johnson,S001910080W,12,15,8,2021
4220116462,12/15/2021 9:45,65.1067,Johnson,S001910080W,12,15,9,2021
4220555522,12/15/2021 10:46,45.482,Pottawattamie,S001910029N,12,15,10,2021
4222311530,12/15/2021 14:51,0.0937,Pottawattamie,S001910480W,12,15,14,2021
4222408312,12/15/2021 15:05,24.4645,Linn,S001910380N,12,15,15,2021
4223834741,12/15/2021 18:27,153.3845,Warren,S001910035S,12,15,18,2021
4224164545,12/15/2021 19:11,10.8604,Polk,S001910235E,12,15,19,2021
4230174630,12/16/2021 10:20,14.6775,Polk,S001910235W,12,16,10,2021
4231836070,12/16/2021 14:17,107.3562,Story,S001910035S,12,16,14,2021
4232997589,12/16/2021 17:00,180.3772,Polk,S001910080W,12,16,17,2021
4233476984,12/16/2021 18:08,75.8586,Hamilton,S001910035S,12,16,18,2021
4234437470,12/16/2021 20:20,241.5514,Johnson,S001910080E,12,16,20,2021
4237311280,12/17/2021 3:05,147.2502,Jasper,S001910080W,12,17,3,2021
4242803007,12/17/2021 15:56,2.1917,Polk,S001910235E,12,17,15,2021
4243613201,12/17/2021 17:49,113.1298,Story,S001910035S,12,17,17,2021
4248177811,12/18/2021 4:21,53.161,Linn,S001910380S,12,18,4,2021
4253037934,12/18/2021 15:36,82.5857,Hamilton,S001910035S,12,18,15,2021
4255033199,12/18/2021 20:11,4.2559,Polk,S001910235W,12,18,20,2021
4260362080,12/19/2021 8:35,141.2447,Jasper,S001910080W,12,19,8,2021
4272029896,12/20/2021 11:36,0.648,Pottawattamie,S001910680W,12,20,11,2021
4274000835,12/20/2021 16:11,184.206,Dallas,S001910080W,12,20,16,2021
4281439283,12/21/2021 9:33,63.6064,Johnson,S001910080W,12,21,9,2021
4289709893,12/22/2021 5:53,100.9302,Pottawattamie,S001910029S,12,22,5,2021
4294388220,12/22/2021 16:59,139.3836,Polk,S001910080E,12,22,16,2021
4306981579,12/23/2021 22:55,5.3622,Polk,S001910235E,12,23,22,2021
4310131971,12/24/2021 6:26,68.5236,Johnson,S001910080W,12,24,6,2021
4314853224,12/24/2021 17:39,5.3277,Scott,S001910074E,12,24,17,2021
4332248403,12/26/2021 11:01,126.6456,Polk,S001910035N,12,26,11,2021
4335950192,12/26/2021 19:48,179.0335,Polk,S001910080W,12,26,19,2021
4342830581,12/27/2021 12:19,238.4761,Johnson,S001910080E,12,27,12,2021
4343021166,12/27/2021 12:47,57.4084,Johnson,S001910080W,12,27,12,2021
4344881454,12/27/2021 17:14,131.3004,Polk,S001910035S,12,27,17,2021
4351064775,12/28/2021 8:02,175.7372,Polk,S001910080W,12,28,8,2021
4351153334,12/28/2021 8:15,127.064,Polk,S001910035N,12,28,8,2021
4351371146,12/28/2021 8:46,57.5957,Linn,S001910380S,12,28,8,2021
4351651057,12/28/2021 9:26,64.7554,Johnson,S001910080W,12,28,9,2021
4352493557,12/28/2021 11:28,244.4442,Johnson,S001910080E,12,28,11,2021
4352717885,12/28/2021 12:00,244.5547,Johnson,S001910080E,12,28,12,2021
4352953552,12/28/2021 12:34,292.6316,Scott,S001910080E,12,28,12,2021
4353073996,12/28/2021 12:52,11.1595,Johnson,S001910380N,12,28,12,2021
4353310137,12/28/2021 13:26,49.9409,Linn,S001910380S,12,28,13,2021
4353619193,12/28/2021 14:10,22.7958,Linn,S001910380N,12,28,14,2021
4353725303,12/28/2021 14:25,216.5976,Iowa,S001910080E,12,28,14,2021
4354009557,12/28/2021 15:06,16.7812,Scott,S001910080W,12,28,15,2021
4361908729,12/29/2021 10:00,151.7607,Jasper,S001910080W,12,29,10,2021
4364546982,12/29/2021 16:19,166.9138,Polk,S001910080W,12,29,16,2021
4364620296,12/29/2021 16:29,166.7946,Polk,S001910080W,12,29,16,2021
4364858512,12/29/2021 17:03,128.2844,Polk,S001910035S,12,29,17,2021
4364942933,12/29/2021 17:15,5.9335,Polk,S001910235E,12,29,17,2021
4364945413,12/29/2021 17:16,166.0142,Polk,S001910080W,12,29,17,2021
4364961513,12/29/2021 17:18,6.3395,Polk,S001910235E,12,29,17,2021
4365176553,12/29/2021 17:48,0.4839,Pottawattamie,S001910680W,12,29,17,2021
4365424666,12/29/2021 18:23,164.4001,Polk,S001910080W,12,29,18,2021
4365475318,12/29/2021 18:30,123.8408,Polk,S001910035S,12,29,18,2021
4365639284,12/29/2021 18:52,178.5693,Jasper,S001910080E,12,29,18,2021
4365639335,12/29/2021 18:52,12.6587,Polk,S001910235E,12,29,18,2021
4365682239,12/29/2021 18:58,62.01,Johnson,S001910080W,12,29,18,2021
4365733142,12/29/2021 19:05,62.8181,Johnson,S001910080W,12,29,19,2021
4365869078,12/29/2021 19:24,170.0208,Polk,S001910080W,12,29,19,2021
4366009805,12/29/2021 19:44,165.9453,Polk,S001910080W,12,29,19,2021
4366146428,12/29/2021 20:04,139.7315,Jasper,S001910080W,12,29,20,2021
4366269782,12/29/2021 20:21,166.1041,Polk,S001910080W,12,29,20,2021
4366446104,12/29/2021 20:47,62.01,Johnson,S001910080W,12,29,20,2021
4367883316,12/30/2021 0:13,134.6471,Polk,S001910035N,12,30,0,2021
4373782069,12/30/2021 14:23,0.7549,Pottawattamie,S001910680W,12,30,14,2021
4374976065,12/30/2021 17:15,239.5478,Johnson,S001910080E,12,30,17,2021
4375390174,12/30/2021 18:14,3.7583,Polk,S001910235E,12,30,18,2021
4376397786,12/30/2021 20:36,96.7644,Polk,S001910035N,12,30,20,2021
4377405297,12/30/2021 23:02,88.729,Polk,S001910035N,12,30,23,2021
4381447863,12/31/2021 8:50,6.7681,Pottawattamie,S001910080E,12,31,8,2021
4381512207,12/31/2021 9:00,125.8831,Polk,S001910035S,12,31,9,2021
4382822948,12/31/2021 12:10,142.6393,Polk,S001910080E,12,31,12,2021
4383140908,12/31/2021 12:56,102.8551,Story,S001910035N,12,31,12,2021
4385533691,12/31/2021 18:41,61.4685,Warren,S001910035N,12,31,18,2021
4391871387,1/1/2022 10:19,287.4053,Scott,S001910080E,1,1,10,2022
4391960914,1/1/2022 10:32,18.3102,Linn,S001910380N,1,1,10,2022
4392263935,1/1/2022 11:18,92.8012,Iowa,S001910080W,1,1,11,2022
4393160673,1/1/2022 13:31,120.1608,Polk,S001910035S,1,1,13,2022
4393285449,1/1/2022 13:50,12.577,Polk,S001910235E,1,1,13,2022
4393395831,1/1/2022 14:06,238.5509,Johnson,S001910080E,1,1,14,2022
4394314901,1/1/2022 16:21,98.4081,Pottawattamie,S001910029S,1,1,16,2022
4394448929,1/1/2022 16:41,242.956,Johnson,S001910080E,1,1,16,2022
4395464615,1/1/2022 19:08,6.6743,Polk,S001910235W,1,1,19,2022
4398617581,1/2/2022 2:59,170.6328,Polk,S001910080W,1,2,2,2022
4399759446,1/2/2022 5:52,21.8826,Linn,S001910380N,1,2,5,2022
4400960936,1/2/2022 8:54,179.4332,Polk,S001910080W,1,2,8,2022
4402529242,1/2/2022 12:40,7.152,Johnson,S001910380N,1,2,12,2022
4402847669,1/2/2022 13:26,6.9877,Johnson,S001910380N,1,2,13,2022
4404208958,1/2/2022 16:43,182.2171,Polk,S001910080W,1,2,16,2022
4405066900,1/2/2022 18:46,107.1791,Story,S001910035S,1,2,18,2022
4406360792,1/2/2022 21:54,173.9487,Polk,S001910080W,1,2,21,2022
4414235703,1/3/2022 17:12,131.0713,Polk,S001910035N,1,3,17,2022
4417749182,1/4/2022 1:46,100.3984,Polk,S001910035N,1,4,1,2022
4426248913,1/4/2022 22:29,174.8311,Polk,S001910080W,1,4,22,2022
4430310615,1/5/2022 8:24,145.4103,Polk,S001910035S,1,5,8,2022
4431837342,1/5/2022 12:09,99.611,Pottawattamie,S001910029S,1,5,12,2022
4432174764,1/5/2022 12:58,239.4217,Johnson,S001910080E,1,5,12,2022
4432444848,1/5/2022 13:38,52.9532,Pottawattamie,S001910029N,1,5,13,2022
4434183015,1/5/2022 17:54,181.0598,Polk,S001910080W,1,5,17,2022
4434812531,1/5/2022 19:24,0.2774,Pottawattamie,S001910480W,1,5,19,2022
4439722183,1/6/2022 7:36,99.2223,Pottawattamie,S001910029S,1,6,7,2022
4440580160,1/6/2022 9:44,49.9409,Linn,S001910380S,1,6,9,2022
4441371498,1/6/2022 11:42,48.5098,Linn,S001910380S,1,6,11,2022
4449763152,1/7/2022 8:35,78.7273,Harrison,S001910029S,1,7,8,2022
4451229952,1/7/2022 12:14,124.0169,Polk,S001910035S,1,7,12,2022
4453532923,1/7/2022 17:55,165.2366,Polk,S001910080W,1,7,17,2022
4458833471,1/8/2022 6:57,167.0853,Polk,S001910080W,1,8,6,2022
4461106166,1/8/2022 12:36,12.7717,Polk,S001910235E,1,8,12,2022
4463634791,1/8/2022 18:46,101.272,Iowa,S001910080W,1,8,18,2022
4463863229,1/8/2022 19:19,244.5547,Johnson,S001910080E,1,8,19,2022
4464741619,1/8/2022 21:28,131.9955,Jasper,S001910080W,1,8,21,2022
4464764578,1/8/2022 21:31,131.9955,Jasper,S001910080W,1,8,21,2022
4465208571,1/8/2022 22:36,5.9335,Polk,S001910235E,1,8,22,2022
4480007760,1/10/2022 11:03,129.3315,Polk,S001910035N,1,10,11,2022
4482118614,1/10/2022 16:22,7.0046,Polk,S001910235E,1,10,16,2022
4499129801,1/12/2022 10:08,141.6501,Polk,S001910080E,1,12,10,2022
4505720884,1/13/2022 2:28,88.8225,Polk,S001910035N,1,13,2,2022
4507870056,1/13/2022 7:44,62.3122,Johnson,S001910080W,1,13,7,2022
4512035524,1/13/2022 18:07,159.4628,Warren,S001910035S,1,13,18,2022
4517566349,1/14/2022 7:40,6.7304,Polk,S001910235W,1,14,7,2022
4520294897,1/14/2022 14:18,178.8079,Polk,S001910080W,1,14,14,2022
4520572875,1/14/2022 14:59,65.1067,Johnson,S001910080W,1,14,14,2022
4520647198,1/14/2022 15:10,92.6219,Polk,S001910035N,1,14,15,2022
4520730854,1/14/2022 15:22,126.4413,Jasper,S001910080W,1,14,15,2022
4520738086,1/14/2022 15:23,23.2884,Linn,S001910380N,1,14,15,2022
4521270282,1/14/2022 16:40,18.1759,Linn,S001910380N,1,14,16,2022
4521630829,1/14/2022 17:32,229.5547,Johnson,S001910080E,1,14,17,2022
4521650183,1/14/2022 17:34,6.8315,Polk,S001910235W,1,14,17,2022
4521850300,1/14/2022 18:03,98.7259,Polk,S001910035N,1,14,18,2022
4521995089,1/14/2022 18:23,4.3565,Johnson,S001910380N,1,14,18,2022
4522072823,1/14/2022 18:34,224.5496,Iowa,S001910080E,1,14,18,2022
4522238379,1/14/2022 19:02,57.7905,Johnson,S001910080W,1,14,19,2022
4522339378,1/14/2022 19:17,167.6442,Polk,S001910080W,1,14,19,2022
4522458108,1/14/2022 19:34,5.8667,Polk,S001910235E,1,14,19,2022
4522804752,1/14/2022 20:24,300.6541,Pottawattamie,S001910080W,1,14,20,2022
4522860475,1/14/2022 20:32,114.01,Story,S001910035N,1,14,20,2022
4523392407,1/14/2022 21:50,114.01,Story,S001910035N,1,14,21,2022
4523393261,1/14/2022 21:50,113.9185,Story,S001910035N,1,14,21,2022
4523804175,1/14/2022 22:49,184.206,Dallas,S001910080W,1,14,22,2022
4524026282,1/14/2022 23:22,105.4611,Story,S001910035S,1,14,23,2022
4524962962,1/15/2022 1:39,152.9089,Jasper,S001910080W,1,15,1,2022
4525433648,1/15/2022 2:48,132.9523,Jasper,S001910080W,1,15,2,2022
4527394057,1/15/2022 7:36,94.2965,Polk,S001910035N,1,15,7,2022
4527394355,1/15/2022 7:36,184.8296,Dallas,S001910080W,1,15,7,2022
4527415607,1/15/2022 7:39,94.2323,Polk,S001910035N,1,15,7,2022
4527664505,1/15/2022 8:16,168.926,Polk,S001910080W,1,15,8,2022
4527674254,1/15/2022 8:17,177.6195,Polk,S001910080W,1,15,8,2022
4527774198,1/15/2022 8:32,141.3306,Polk,S001910080E,1,15,8,2022
4527838522,1/15/2022 8:41,147.6891,Jasper,S001910080W,1,15,8,2022
4528470716,1/15/2022 10:14,123.4712,Polk,S001910035S,1,15,10,2022
4528587543,1/15/2022 10:32,119.5384,Polk,S001910035S,1,15,10,2022
4528683928,1/15/2022 10:46,79.746,Pottawattamie,S001910029S,1,15,10,2022
4528838496,1/15/2022 11:09,5.2076,Pottawattamie,S001910080E,1,15,11,2022
4529512367,1/15/2022 12:48,182.7015,Polk,S001910080W,1,15,12,2022
4529625745,1/15/2022 13:05,5.2524,Polk,S001910235E,1,15,13,2022
4529788079,1/15/2022 13:29,128.6074,Polk,S001910035N,1,15,13,2022
4529790336,1/15/2022 13:30,128.6074,Polk,S001910035N,1,15,13,2022
4530411479,1/15/2022 15:02,169.0294,Polk,S001910080W,1,15,15,2022
4530574683,1/15/2022 15:26,9.1661,Polk,S001910235E,1,15,15,2022
4530813608,1/15/2022 16:01,180.3772,Polk,S001910080W,1,15,16,2022
4531426014,1/15/2022 17:32,120.9424,Dallas,S001910080E,1,15,17,2022
4532529987,1/15/2022 20:15,167.4005,Polk,S001910080W,1,15,20,2022
4532624283,1/15/2022 20:29,121.1159,Dallas,S001910080E,1,15,20,2022
4534107387,1/16/2022 0:11,139.0772,Polk,S001910080E,1,16,0,2022
4534349637,1/16/2022 0:48,138.2031,Polk,S001910080E,1,16,0,2022
4535119000,1/16/2022 2:45,137.918,Polk,S001910080E,1,16,2,2022
4537459143,1/16/2022 8:36,179.6987,Polk,S001910080W,1,16,8,2022
4537710696,1/16/2022 9:14,177.3848,Polk,S001910080W,1,16,9,2022
4537731508,1/16/2022 9:17,136.0093,Polk,S001910035N,1,16,9,2022
4538162779,1/16/2022 10:22,130.6598,Polk,S001910035S,1,16,10,2022
4538875285,1/16/2022 12:08,301.2267,Pottawattamie,S001910080W,1,16,12,2022
4540239979,1/16/2022 15:33,9.8475,Polk,S001910235W,1,16,15,2022
4540380841,1/16/2022 15:54,9.8475,Polk,S001910235W,1,16,15,2022
4546769818,1/17/2022 7:55,5.8115,Polk,S001910235W,1,17,7,2022
4546845062,1/17/2022 8:07,8.2139,Polk,S001910235W,1,17,8,2022
4546914985,1/17/2022 8:17,10.9683,Polk,S001910235E,1,17,8,2022
4547007782,1/17/2022 8:31,6.8315,Polk,S001910235W,1,17,8,2022
4547032852,1/17/2022 8:35,171.7715,Polk,S001910080W,1,17,8,2022
4547040882,1/17/2022 8:36,11.1984,Polk,S001910235E,1,17,8,2022
4547328660,1/17/2022 9:20,12.0961,Polk,S001910235E,1,17,9,2022
4556135790,1/18/2022 7:28,10.0933,Polk,S001910235E,1,18,7,2022
4556321518,1/18/2022 7:56,3.5496,Polk,S001910235W,1,18,7,2022
4556868393,1/18/2022 9:18,131.7008,Polk,S001910035N,1,18,9,2022
4557350866,1/18/2022 10:32,146.2122,Polk,S001910035S,1,18,10,2022
4557664522,1/18/2022 11:20,185.1083,Dallas,S001910080W,1,18,11,2022
4557673003,1/18/2022 11:21,184.4082,Dallas,S001910080W,1,18,11,2022
4557907839,1/18/2022 12:00,14.3311,Polk,S001910235W,1,18,12,2022
4566768214,1/19/2022 10:12,239.1055,Johnson,S001910080E,1,19,10,2022
4584667205,1/21/2022 8:16,0.4058,Pottawattamie,S001910480W,1,21,8,2022
4586080905,1/21/2022 11:54,110.6685,Story,S001910035S,1,21,11,2022
4591772880,1/22/2022 2:21,66.7966,Johnson,S001910380S,1,22,2,2022
4593864937,1/22/2022 7:42,53.9354,Linn,S001910380S,1,22,7,2022
4594109022,1/22/2022 8:20,50.6287,Linn,S001910380S,1,22,8,2022
4594431006,1/22/2022 9:09,50.6287,Linn,S001910380S,1,22,9,2022
4596122638,1/22/2022 13:27,68.9112,Johnson,S001910380S,1,22,13,2022
4602080995,1/23/2022 4:36,305.5111,Scott,S001910080E,1,23,4,2022
4612703448,1/24/2022 7:40,49.3869,Linn,S001910380S,1,24,7,2022
4612908363,1/24/2022 8:11,10.8604,Polk,S001910235E,1,24,8,2022
4612925241,1/24/2022 8:14,135.2654,Polk,S001910035N,1,24,8,2022
4624055775,1/25/2022 13:32,50.3386,Linn,S001910380S,1,25,13,2022
4625582534,1/25/2022 17:28,245.735,Johnson,S001910080E,1,25,17,2022
4626344568,1/25/2022 19:23,142.8893,Polk,S001910080E,1,25,19,2022
4638020042,1/27/2022 1:44,297.2681,Pottawattamie,S001910080W,1,27,1,2022
4638225874,1/27/2022 2:16,0.9324,Polk,S001910235W,1,27,2,2022
4643785503,1/27/2022 16:33,112.5247,Story,S001910035S,1,27,16,2022
4644080082,1/27/2022 17:17,110.917,Story,S001910035S,1,27,17,2022
4645668472,1/27/2022 21:19,185.1083,Dallas,S001910080W,1,27,21,2022
4650298740,1/28/2022 9:14,67.3123,Johnson,S001910080W,1,28,9,2022
4651818894,1/28/2022 13:07,18.9751,Scott,S001910080W,1,28,13,2022
4653761404,1/28/2022 18:07,110.4424,Story,S001910035S,1,28,18,2022
4653889702,1/28/2022 18:26,297.7476,Pottawattamie,S001910080W,1,28,18,2022
4660535036,1/29/2022 11:31,122.1914,Poweshiek,S001910080W,1,29,11,2022
4661993657,1/29/2022 15:17,64.5622,Johnson,S001910080W,1,29,15,2022
4666626455,1/30/2022 3:11,23.096,Linn,S001910380N,1,30,3,2022
4690492306,2/1/2022 16:45,10.9831,Johnson,S001910380N,2,1,16,2022
4696135429,2/2/2022 7:14,16.9134,Pottawattamie,S001910680W,2,2,7,2022
4699797394,2/2/2022 16:44,9.0456,Polk,S001910235W,2,2,16,2022
4701393842,2/2/2022 20:46,7.0046,Polk,S001910235E,2,2,20,2022
4702136610,2/3/2022 2:28,111.242,Story,S001910035S,2,3,2,2022
4702277732,2/3/2022 16:42,51.3594,Linn,S001910380S,2,3,16,2022
4711095515,2/5/2022 13:16,4.4202,Johnson,S001910380N,2,5,13,2022
4716716450,2/6/2022 3:25,11.6302,Polk,S001910235W,2,6,3,2022
4719462802,2/6/2022 10:24,84.3497,Iowa,S001910080W,2,6,10,2022
4724353667,2/6/2022 22:47,72.9288,Johnson,S001910380S,2,6,22,2022
4730091304,2/7/2022 13:20,92.1972,Polk,S001910035N,2,7,13,2022
4731072001,2/7/2022 15:50,123.4161,Polk,S001910080E,2,7,15,2022
4741139128,2/8/2022 17:36,87.9308,Polk,S001910035N,2,8,17,2022
4747090568,2/9/2022 9:03,108.7297,Story,S001910035N,2,9,9,2022
4748711499,2/9/2022 13:12,229.5547,Johnson,S001910080E,2,9,13,2022
4750115876,2/9/2022 16:48,148.1035,Polk,S001910080E,2,9,16,2022
4754146099,2/10/2022 3:04,159.8193,Warren,S001910035S,2,10,3,2022
4759045040,2/10/2022 15:40,142.1396,Polk,S001910080E,2,10,15,2022
4759062266,2/10/2022 15:43,20.7896,Linn,S001910380N,2,10,15,2022
4781333298,2/13/2022 1:32,65.7272,Johnson,S001910380S,2,13,1,2022
4784367141,2/13/2022 9:19,24.1718,Linn,S001910380N,2,13,9,2022
4787423501,2/13/2022 17:08,12.7717,Polk,S001910235E,2,13,17,2022
4802248066,2/15/2022 6:53,4.4202,Johnson,S001910380N,2,15,6,2022
4804197815,2/15/2022 11:49,195.115,Dallas,S001910080W,2,15,11,2022
4805046281,2/15/2022 13:58,53.9354,Linn,S001910380S,2,15,13,2022
4810003542,2/16/2022 2:26,48.9176,Pottawattamie,S001910029N,2,16,2,2022
4811604884,2/16/2022 6:29,54.3552,Linn,S001910380S,2,16,6,2022
4811735607,2/16/2022 6:49,239.5478,Johnson,S001910080E,2,16,6,2022
4814392399,2/16/2022 13:32,1.6924,Polk,S001910235W,2,16,13,2022
4817043779,2/16/2022 20:13,242.0687,Johnson,S001910080E,2,16,20,2022
